id,target
0,8.01407
5,8.339979
15,8.388079
16,8.506804
17,8.179456
19,8.299861
20,8.477884
21,7.919589
23,8.116955
29,8.343889
31,8.330532
32,7.795534
33,8.475397
34,8.2804785
35,8.424347
37,8.392804
38,8.183121
39,8.250759
40,8.449303
44,8.015563
49,8.06099
53,8.320919
56,8.098503
60,8.343441
61,7.551183
63,8.233366
64,8.480821
66,8.51673
70,8.087862
71,8.28931
72,8.5144005
75,8.089294
76,8.09361
78,8.2407675
85,8.422785
86,7.9435644
89,8.341185
90,8.45564
92,7.609425
93,8.122606
94,8.414804
100,8.135448
101,8.344202
102,8.385402
105,7.796705
106,8.358184
107,8.2043
108,8.159654
109,8.324337
112,8.415023
113,8.240423
116,8.1967125
117,8.319431
118,8.429776
120,8.01582
129,8.3620615
130,8.1800585
132,8.146724
133,8.42483
134,8.244487
136,8.341528
137,8.239878
141,8.039188
142,8.363453
152,8.009546
154,8.230817
156,8.202585
160,7.752111
161,8.1124115
166,8.234277
170,8.157101
173,7.9804196
174,7.7954736
175,8.08578
179,8.378365
182,8.133438
186,8.033843
188,8.202155
189,8.320706
191,8.117698
193,8.256784
194,8.100944
195,8.014346
196,8.002359
197,8.183579
199,8.2740965
200,7.983422
202,8.30237
203,8.396778
204,8.379377
206,8.085153
207,8.492663
212,8.008531
217,7.952895
218,8.022982
220,8.762209
224,7.970529
225,8.211578
229,8.473758
230,8.380522
234,8.125315
235,8.125992
238,8.134856
239,8.519998
241,8.139999
243,8.062821
245,7.6372776
247,8.1366005
251,8.330816
252,8.059194
253,8.433178
255,8.212436
256,8.368356
258,8.609053
259,8.5092
260,8.101556
263,7.723954
264,8.425995
266,8.268902
267,8.267888
268,8.349875
270,8.395927
273,8.182078
274,8.432218
275,8.038216
276,8.031825
277,8.400151
281,8.279375
282,8.206124
285,8.248119
292,8.159507
293,7.9805026
295,8.116641
298,8.148288
299,8.5624695
300,8.405759
301,7.985751
302,7.871101
309,8.105672
311,8.331925
316,8.356335
317,8.053693
319,8.185224
321,8.121885
322,8.324223
324,8.336746
328,7.9619265
329,8.553446
331,8.385118
334,8.037256
337,8.2433195
338,8.212883
340,8.505371
344,8.241593
349,7.848304
350,7.7022667
351,8.548232
354,8.117031
356,8.343877
358,7.9732337
361,8.577015
364,8.345991
365,8.603084
370,7.9635653
372,8.247458
374,8.322926
375,7.876247
376,8.3414755
379,8.25827
380,8.449345
382,8.150229
383,8.303886
385,8.406679
389,8.341561
392,8.510015
394,8.176682
395,8.456853
398,7.9322033
400,8.158213
402,8.439309
403,8.235582
406,8.539884
410,8.121856
412,8.316077
413,8.285075
417,8.044442
418,8.340933
419,8.451626
420,8.194554
423,8.133714
424,8.359177
426,8.410918
427,7.9649506
432,8.04975
434,8.011179
438,8.415443
441,8.258417
443,8.44421
448,8.38179
449,8.251499
451,8.342687
452,8.333238
457,8.555047
458,8.197023
459,8.340449
464,8.309669
465,8.260981
467,8.19385
471,8.2175455
472,7.8551407
477,8.067227
478,8.31027
480,8.282146
483,8.260686
487,8.259434
489,8.198499
491,8.221934
492,8.1477785
496,8.209739
500,8.240702
501,8.112882
502,8.398501
503,8.248648
505,8.125337
506,7.9110107
514,7.8768
517,7.9609294
519,8.101999
522,8.186752
523,8.379922
528,8.2177305
530,8.042987
532,8.176143
535,8.246778
538,8.088553
542,8.448514
546,8.1878
548,7.960343
550,8.076201
555,8.561976
557,8.046459
559,8.071934
560,8.461693
562,8.34754
566,8.1990185
567,8.496969
569,8.2278
571,8.313441
572,8.307601
574,8.417349
577,8.19963
581,8.395621
583,8.47554
587,8.210866
590,8.048892
592,8.301999
593,8.248222
608,8.628227
612,8.185879
614,8.414538
616,8.435221
617,8.313234
625,8.187989
626,8.316881
631,7.944823
633,8.1405945
636,8.111079
639,8.076287
641,8.042218
642,7.912701
644,8.279999
645,7.9880614
646,8.600394
647,8.105589
649,8.5402975
650,8.414957
651,8.054723
653,8.054264
655,8.297193
656,8.479035
662,8.225445
669,8.221902
670,8.300918
673,8.372855
674,8.036056
675,7.8451414
685,7.830357
688,8.302285
689,8.226693
690,8.322511
691,8.263122
696,8.290061
698,8.439793
700,8.337412
701,8.210073
702,8.159734
703,8.657368
704,7.722212
706,8.250726
708,8.8006115
716,8.381954
717,8.481359
718,8.261189
719,7.853782
720,8.266618
721,8.27993
723,7.957625
725,7.724197
726,8.205126
728,8.459417
730,7.8534284
731,8.242295
734,8.348066
736,8.43188
739,8.287026
743,8.501804
747,8.349891
749,8.421459
752,7.87137
759,8.395777
763,7.877438
764,7.710447
765,7.994994
766,8.464112
769,8.2186985
776,8.121393
778,7.836433
783,8.0596695
