id,target
0,8.057497
5,8.366246
15,8.379435
16,8.462864
17,8.234306
19,8.301695
20,8.499324
21,7.9459076
23,8.094791
29,8.352528
31,8.233479
32,7.8073664
33,8.464878
34,8.289176
35,8.425536
37,8.352828
38,8.217921
39,8.313555
40,8.404977
44,8.033133
49,7.9518857
53,8.329652
56,8.169699
60,8.313173
61,7.5338655
63,8.275738
64,8.667215
66,8.471107
70,8.165818
71,8.350681
72,8.579794
75,8.156708
76,8.061562
78,8.2139
85,8.377761
86,7.929355
89,8.423487
90,8.410208
92,7.7953577
93,8.16543
94,8.416538
100,8.133491
101,8.376611
102,8.456678
105,7.837141
106,8.369725
107,8.198693
108,8.211553
109,8.331919
112,8.360987
113,8.215621
116,8.25026
117,8.349341
118,8.389239
120,8.0486
129,8.345867
130,8.165609
132,8.175692
133,8.443965
134,8.192582
136,8.367118
137,8.243858
141,8.05593
142,8.356759
152,8.043792
154,8.204295
156,8.23828
160,7.7945623
161,8.129272
166,8.261695
170,8.260612
173,8.047487
174,7.8127685
175,8.183529
179,8.410182
182,8.101172
186,8.042427
188,8.249519
189,8.333077
191,8.245074
193,8.294282
194,8.061515
195,8.028941
196,7.9931493
197,8.164808
199,8.275153
200,8.155425
202,8.198187
203,8.34586
204,8.342424
206,8.086551
207,8.483077
212,7.981002
217,8.012441
218,8.014647
220,8.762227
224,7.8726244
225,8.270734
229,8.478464
230,8.439729
234,8.1265335
235,8.194191
238,8.136978
239,8.450348
241,8.145728
243,8.095697
245,7.73763
247,8.211553
251,8.3226595
252,8.116496
253,8.372182
255,8.21397
256,8.342811
258,8.586586
259,8.457873
260,8.10961
263,7.739478
264,8.437702
266,8.248471
267,8.264955
268,8.471175
270,8.414042
273,8.159428
274,8.328677
275,8.041052
276,8.00296
277,8.44762
281,8.315419
282,8.2014265
285,8.266037
292,8.138355
293,8.030342
295,8.146131
298,8.105758
299,8.50779
300,8.385011
301,8.003351
302,7.9080825
309,8.138744
311,8.450266
316,8.35032
317,8.069139
319,8.161752
321,8.146941
322,8.358253
324,8.358764
328,7.9850583
329,8.458152
331,8.392908
334,8.170287
337,8.087916
338,8.241321
340,8.497772
344,8.274549
349,7.9458675
350,7.7643456
351,8.437094
354,8.157412
356,8.29629
358,8.017157
361,8.612611
364,8.279342
365,8.559996
370,8.095736
372,8.264849
374,8.317876
375,7.855613
376,8.265788
379,8.3298
380,8.474543
382,8.04314
383,8.362276
385,8.344986
389,8.323401
392,8.498963
394,8.046558
395,8.398308
398,7.8738437
400,8.107582
402,8.321229
403,8.246823
406,8.580828
410,8.093277
412,8.350046
413,8.3139
417,8.044081
418,8.311087
419,8.4632
420,8.243486
423,8.18922
424,8.337225
426,8.354123
427,7.906736
432,8.030775
434,7.8609977
438,8.435723
441,8.279431
443,8.417309
448,8.437755
449,8.100298
451,8.287938
452,8.237166
457,8.581647
458,8.189755
459,8.347004
464,8.342036
465,8.263498
467,8.165211
471,8.193362
472,7.8293285
477,8.156605
478,8.2456875
480,8.279049
483,8.307361
487,8.25373
489,8.203718
491,8.2264385
492,8.129474
